0,	0,	2,	0,	0,	18,		9791441305,	9791466738,	9652132449,	25433,	
0,	1,	2,	0,	18,	8,		9791441309,	9791611711,	9652132624,	170402,	
0,	2,	2,	0,	26,	1024,		9791441312,	9791611713,	9652148661,	170401,	
0,	3,	2,	0,	1050,	1024,		9791441314,	9791613753,	9652148692,	172439,	
0,	4,	2,	0,	2074,	1024,		9791441318,	9791613757,	9652148697,	172439,	
0,	5,	2,	0,	3098,	1024,		9791441320,	9791613759,	9652223641,	172439,	
0,	6,	2,	0,	4122,	1024,		9791441323,	9791613763,	9652223665,	172440,	
0,	7,	2,	0,	5146,	1024,		9791441326,	9791616282,	9652223669,	174956,	
0,	8,	2,	0,	6170,	1024,		9791441328,	9791616287,	9652223692,	174959,	
0,	9,	2,	0,	7194,	1024,		9791441331,	9791616289,	9652223697,	174958,	
0,	10,	2,	0,	8218,	1024,		9791441333,	9791616291,	9652223700,	174958,	
0,	11,	2,	0,	9242,	669,		9791441336,	9791616293,	9652223703,	174957,	
1,	0,	2,	0,	0,	1024,		9791507776,	9791616296,	9652223712,	108520,	
1,	1,	2,	0,	1024,	1024,		9791507792,	9791616298,	9652227874,	108506,	
1,	2,	2,	0,	2048,	1024,		9791507797,	9791616300,	9652227895,	108503,	
1,	3,	2,	0,	3072,	1024,		9791507801,	9791616302,	9652242853,	108501,	
1,	4,	2,	0,	4096,	1024,		9791507806,	9791616304,	9652242910,	108498,	
1,	5,	2,	0,	5120,	1024,		9791507810,	9791616306,	9652242916,	108496,	
1,	6,	2,	0,	6144,	1024,		9791507814,	9791620161,	9652242920,	112347,	
1,	7,	2,	0,	7168,	1024,		9791507818,	9791620168,	9652242928,	112350,	
1,	8,	2,	0,	8192,	1024,		9791507822,	9791620170,	9652251485,	112348,	
1,	9,	2,	0,	9216,	1024,		9791507825,	9791620172,	9652251505,	112347,	
1,	10,	2,	0,	10240,	1024,		9791507828,	9791620175,	9652251509,	112347,	
1,	11,	2,	0,	11264,	1024,		9791507832,	9791620177,	9652251517,	112345,	
