0,	0,	2,	0,	0,	18,		9571704904,	9571770219,	9432394283,	65315,	
0,	1,	2,	0,	18,	8,		9571704910,	9571770279,	9432394357,	65369,	
0,	2,	2,	0,	26,	1024,		9571704915,	9571770280,	9432395600,	65365,	
0,	3,	2,	0,	1050,	1024,		9571704920,	9571770281,	9432396955,	65361,	
0,	4,	2,	0,	2074,	1024,		9571704924,	9571770282,	9432398670,	65358,	
0,	5,	2,	0,	3098,	1024,		9571704929,	9571770283,	9432399632,	65354,	
0,	6,	2,	0,	4122,	1024,		9571704933,	9571770284,	9432400796,	65351,	
0,	7,	2,	0,	5146,	1024,		9571704937,	9571770285,	9432401730,	65348,	
0,	8,	2,	0,	6170,	1024,		9571704940,	9571770286,	9432402667,	65346,	
0,	9,	2,	0,	7194,	1024,		9571704944,	9571771195,	9432406076,	66251,	
0,	10,	2,	0,	8218,	1024,		9571704948,	9571771199,	9432406905,	66251,	
0,	11,	2,	0,	9242,	457,		9571704952,	9571771200,	9432407465,	66248,	
1,	0,	2,	0,	0,	1024,		9571765245,	9571771201,	9432454655,	5956,	
1,	1,	2,	0,	1024,	1024,		9571765255,	9571772748,	9432457919,	7493,	
1,	2,	2,	0,	2048,	1024,		9571765259,	9571773098,	9432458771,	7839,	
1,	3,	2,	0,	3072,	1024,		9571765264,	9571773100,	9432459752,	7836,	
1,	4,	2,	0,	4096,	1024,		9571765267,	9571778016,	9432460356,	12749,	
1,	5,	2,	0,	5120,	1024,		9571765271,	9571778814,	9432461733,	13543,	
1,	6,	2,	0,	6144,	1024,		9571765277,	9571778816,	9432463110,	13539,	
1,	7,	2,	0,	7168,	1024,		9571765281,	9571778817,	9432463678,	13536,	
1,	8,	2,	0,	8192,	1024,		9571765287,	9571778818,	9432464343,	13531,	
1,	9,	2,	0,	9216,	1024,		9571765291,	9571778818,	9432464947,	13527,	
1,	10,	2,	0,	10240,	1024,		9571765295,	9571779556,	9432465878,	14261,	
1,	11,	2,	0,	11264,	1024,		9571765299,	9571781388,	9432466443,	16089,	
1,	12,	2,	0,	12288,	1024,		9571765303,	9571782151,	9432467284,	16848,	
1,	13,	2,	0,	13312,	1024,		9571765307,	9571782154,	9432468026,	16847,	
1,	14,	2,	0,	14336,	1024,		9571765312,	9571783412,	9432468717,	18100,	
1,	15,	2,	0,	15360,	1024,		9571765315,	9571783415,	9432468743,	18100,	
1,	16,	2,	0,	16384,	1024,		9571765320,	9571783882,	9432469831,	18562,	
1,	17,	2,	0,	17408,	1024,		9571765324,	9571784306,	9432470704,	18982,	
1,	18,	2,	0,	18432,	796,		9571765328,	9571784308,	9432470728,	18980,	
2,	0,	2,	0,	0,	1024,		9571825240,	9571827349,	9432513880,	2109,	
2,	1,	2,	0,	1024,	1024,		9571825259,	9571827353,	9432513901,	2094,	
2,	2,	2,	0,	2048,	1024,		9571825265,	9571828359,	9432514586,	3094,	
2,	3,	2,	0,	3072,	1024,		9571825270,	9571828361,	9432514632,	3091,	
2,	4,	2,	0,	4096,	1024,		9571825274,	9571829460,	9432515894,	4186,	
2,	5,	2,	0,	5120,	1024,		9571825280,	9571829463,	9432515919,	4183,	
2,	6,	2,	0,	6144,	1024,		9571825284,	9571830411,	9432516737,	5127,	
2,	7,	2,	0,	7168,	1024,		9571825288,	9571830413,	9432516759,	5125,	
2,	8,	2,	0,	8192,	1024,		9571825292,	9571831762,	9432518199,	6470,	
2,	9,	2,	0,	9216,	1024,		9571825297,	9571831764,	9432518222,	6467,	
2,	10,	2,	0,	10240,	1024,		9571825302,	9571832440,	9432518739,	7138,	
2,	11,	2,	0,	11264,	1024,		9571825388,	9571832446,	9432518754,	7058,	
2,	12,	2,	0,	12288,	1024,		9571825394,	9571833486,	9432519575,	8092,	
2,	13,	2,	0,	13312,	1024,		9571825399,	9571833924,	9432520289,	8525,	
2,	14,	2,	0,	14336,	1024,		9571825403,	9571833926,	9432520303,	8523,	
2,	15,	2,	0,	15360,	843,		9571825407,	9571834374,	9432520990,	8967,	
3,	0,	2,	0,	0,	1024,		9571880448,	9571882557,	9432568911,	2109,	
3,	1,	2,	0,	1024,	1024,		9571880460,	9571882560,	9432568931,	2100,	
3,	2,	2,	0,	2048,	1024,		9571880463,	9571883136,	9432569763,	2673,	
3,	3,	2,	0,	3072,	1024,		9571880466,	9571883139,	9432569784,	2673,	
3,	4,	2,	0,	4096,	1024,		9571880469,	9571883140,	9432569787,	2671,	
3,	5,	2,	0,	5120,	1024,		9571880471,	9571884381,	9432570869,	3910,	
3,	6,	2,	0,	6144,	1024,		9571880474,	9571885245,	9432571557,	4771,	
3,	7,	2,	0,	7168,	1024,		9571880476,	9571885247,	9432571577,	4771,	
3,	8,	2,	0,	8192,	1024,		9571880479,	9571885866,	9432572079,	5387,	
3,	9,	2,	0,	9216,	1024,		9571880482,	9571886938,	9432572681,	6456,	
3,	10,	2,	0,	10240,	1024,		9571880485,	9571886942,	9432572703,	6457,	
3,	11,	2,	0,	11264,	1024,		9571880487,	9571887706,	9432573623,	7219,	
3,	12,	2,	0,	12288,	1024,		9571880597,	9571888142,	9432574232,	7545,	
3,	13,	2,	0,	13312,	1024,		9571880601,	9571888618,	9432575180,	8017,	
3,	14,	2,	0,	14336,	40,		9571880606,	9571889108,	9432575657,	8502,	
4,	0,	2,	0,	0,	1024,		9571947609,	9571951224,	9432637082,	3615,	
4,	1,	2,	0,	1024,	1024,		9571947629,	9571951229,	9432637099,	3600,	
4,	2,	2,	0,	2048,	1024,		9571947634,	9571959547,	9432646182,	11913,	
4,	3,	2,	0,	3072,	1024,		9571947639,	9571959549,	9432646198,	11910,	
4,	4,	2,	0,	4096,	1024,		9571947643,	9571960411,	9432646772,	12768,	
4,	5,	2,	0,	5120,	1024,		9571947648,	9571961966,	9432647526,	14318,	
4,	6,	2,	0,	6144,	1024,		9571947652,	9571961967,	9432647555,	14315,	
4,	7,	2,	0,	7168,	1024,		9571947658,	9571962538,	9432648114,	14880,	
4,	8,	2,	0,	8192,	1024,		9571947662,	9571962540,	9432648657,	14878,	
4,	9,	2,	0,	9216,	1024,		9571947667,	9571968335,	9432649492,	20668,	
4,	10,	2,	0,	10240,	1024,		9571947672,	9571968338,	9432649501,	20666,	
4,	11,	2,	0,	11264,	1024,		9571947676,	9571968802,	9432650135,	21126,	
4,	12,	2,	0,	12288,	1024,		9571947681,	9571968805,	9432650705,	21124,	
4,	13,	2,	0,	13312,	1024,		9571947685,	9571968807,	9432651235,	21122,	
4,	14,	2,	0,	14336,	631,		9571947689,	9571975617,	9432662262,	27928,	
5,	0,	2,	0,	0,	1024,		9572005210,	9572010065,	9432696674,	4855,	
5,	1,	2,	0,	1024,	1024,		9572005224,	9572010068,	9432696696,	4844,	
5,	2,	2,	0,	2048,	1024,		9572005228,	9572010726,	9432697385,	5498,	
5,	3,	2,	0,	3072,	1024,		9572005233,	9572011982,	9432697922,	6749,	
5,	4,	2,	0,	4096,	1024,		9572005237,	9572012983,	9432698482,	7746,	
5,	5,	2,	0,	5120,	1024,		9572005243,	9572013974,	9432699030,	8731,	
5,	6,	2,	0,	6144,	1024,		9572005252,	9572013977,	9432699047,	8725,	
5,	7,	2,	0,	7168,	1024,		9572005256,	9572013978,	9432699632,	8722,	
5,	8,	2,	0,	8192,	1024,		9572005261,	9572014932,	9432700347,	9671,	
5,	9,	2,	0,	9216,	1024,		9572005266,	9572014935,	9432700363,	9669,	
5,	10,	2,	0,	10240,	1024,		9572005270,	9572015542,	9432701248,	10272,	
5,	11,	2,	0,	11264,	1024,		9572005274,	9572015545,	9432701257,	10271,	
5,	12,	2,	0,	12288,	1024,		9572005279,	9572016422,	9432702702,	11143,	
5,	13,	2,	0,	13312,	1024,		9572005284,	9572016424,	9432702718,	11140,	
5,	14,	2,	0,	14336,	1024,		9572005288,	9572016425,	9432702721,	11137,	
5,	15,	2,	0,	15360,	1024,		9572005292,	9572017140,	9432703865,	11848,	
5,	16,	2,	0,	16384,	362,		9572005297,	9572017142,	9432703876,	11845,	
6,	0,	2,	0,	0,	1024,		9572064812,	9572074184,	9432753429,	9372,	
6,	1,	2,	0,	1024,	1024,		9572064823,	9572074188,	9432753452,	9365,	
6,	2,	2,	0,	2048,	1024,		9572064828,	9572074189,	9432753455,	9361,	
6,	3,	2,	0,	3072,	1024,		9572064832,	9572074882,	9432754261,	10050,	
6,	4,	2,	0,	4096,	1024,		9572064837,	9572074884,	9432754277,	10047,	
6,	5,	2,	0,	5120,	1024,		9572064841,	9572074885,	9432755935,	10044,	
6,	6,	2,	0,	6144,	1024,		9572064845,	9572074886,	9432755951,	10041,	
6,	7,	2,	0,	7168,	1024,		9572064849,	9572074892,	9432758757,	10043,	
6,	8,	2,	0,	8192,	1024,		9572064853,	9572074893,	9432758774,	10040,	
6,	9,	2,	0,	9216,	1024,		9572064857,	9572074898,	9432759508,	10041,	
6,	10,	2,	0,	10240,	1024,		9572064861,	9572076718,	9432761828,	11857,	
6,	11,	2,	0,	11264,	1024,		9572064865,	9572077340,	9432762486,	12475,	
6,	12,	2,	0,	12288,	1024,		9572064869,	9572077341,	9432763103,	12472,	
6,	13,	2,	0,	13312,	1024,		9572064965,	9572077912,	9432763912,	12947,	
6,	14,	2,	0,	14336,	1024,		9572064969,	9572077913,	9432763929,	12944,	
6,	15,	2,	0,	15360,	1024,		9572064973,	9572078518,	9432764981,	13545,	
6,	16,	2,	0,	16384,	1024,		9572064977,	9572079509,	9432765555,	14532,	
6,	17,	2,	0,	17408,	1024,		9572064981,	9572080050,	9432766118,	15069,	
6,	18,	2,	0,	18432,	1024,		9572064985,	9572080500,	9432767036,	15515,	
6,	19,	2,	0,	19456,	1024,		9572064989,	9572082425,	9432769039,	17436,	
6,	20,	2,	0,	20480,	1024,		9572064994,	9572082427,	9432769051,	17433,	
6,	21,	2,	0,	21504,	1024,		9572065001,	9572083131,	9432769814,	18130,	
6,	22,	2,	0,	22528,	405,		9572065006,	9572083133,	9432769818,	18127,	
7,	0,	2,	0,	0,	1024,		9572129915,	9572133277,	9432819532,	3362,	
