0,	9699,	2,	12,	9571539668,	9571539669,	9571693876,	9571704849,	9571704849,	9571704952,		9432422231,	9432422231,	9432422274,	9432422287,		
1,	19228,	2,	19,	9571606334,	9571705191,	9571753855,	9571765209,	9571765210,	9571765328,		9432496301,	9432496301,	9432501211,	9432501226,		
2,	16203,	2,	16,	9571673000,	9571765481,	9571816257,	9571825203,	9571825203,	9571825407,		9432574948,	9432574948,	9432578964,	9432579020,		
3,	14376,	2,	15,	9571739666,	9571825742,	9571876188,	9571880422,	9571880422,	9571880606,		9432652848,	9432652848,	9432656566,	9432656578,		
4,	14967,	2,	15,	9571806332,	9571880622,	9571938054,	9571947575,	9571947575,	9571947689,		9432730431,	9432730431,	9432733934,	9432733945,		
5,	16746,	2,	17,	9571872998,	9571947709,	9571997847,	9572005177,	9572005177,	9572005297,		9432808115,	9432808115,	9432811915,	9432811926,		
6,	22933,	2,	23,	9571939664,	9572005315,	9572058168,	9572064780,	9572064780,	9572065006,		9432886012,	9432886012,	9432889076,	9432889087,		
7,	26197,	2,	26,	9572006330,	9572065025,	9572118050,	9572129890,	9572129890,	9572129993,		9432962887,	9432962887,	9432966143,	9432966153,		
8,	18242,	2,	18,	9572072996,	9572130006,	9572178124,	9572189122,	9572189122,	9572189219,		9433029059,	9433029059,	9433033263,	9433033275,		
9,	17998,	2,	18,	9572139662,	9572189235,	9572238672,	9572248095,	9572248095,	9572248196,		9433090103,	9433090104,	9433093547,	9433093558,		
10,	17623,	2,	18,	9572206328,	9572248213,	9572297231,	9572303511,	9572303511,	9572303625,		9433147879,	9433147879,	9433151233,	9433151245,		
11,	17827,	2,	18,	9572272994,	9572303716,	9572360261,	9572366780,	9572366780,	9572366975,		9433225477,	9433225477,	9433225477,	9433225511,		
12,	17588,	2,	18,	9572339660,	9572366994,	9572418100,	9572426177,	9572426177,	9572426361,		9433299668,	9433299668,	9433299668,	9433299682,		
13,	15657,	2,	16,	9572406326,	9572426377,	9572478211,	9572486116,	9572486116,	9572486195,		9433373886,	9433373886,	9433373886,	9433373900,		
14,	15457,	2,	16,	9572472992,	9572486208,	9572538566,	9572548446,	9572548446,	9572548535,		9433448159,	9433448159,	9433448159,	9433448172,		
15,	25815,	2,	28,	9572539658,	9572548552,	9572598256,	9572612100,	9572612100,	9572612246,		9433522266,	9433522266,	9433522266,	9433522280,		
16,	15949,	2,	16,	9572606324,	9572612267,	9572657390,	9572665820,	9572665820,	9572666013,		9433596455,	9433596455,	9433596455,	9433596465,		
17,	17107,	2,	17,	9572672990,	9572673491,	9572718318,	9572725306,	9572725306,	9572725521,		9433670716,	9433670716,	9433670716,	9433670732,		
18,	15893,	2,	16,	9572739656,	9572740524,	9572777001,	9572781957,	9572781957,	9572782159,		9433744874,	9433744874,	9433744874,	9433744888,		
19,	16738,	2,	17,	9572806322,	9572806810,	9572838282,	9572847817,	9572847817,	9572847973,		9433819295,	9433819295,	9433819295,	9433819309,		
20,	15503,	2,	16,	9572872988,	9572873561,	9572898532,	9572904253,	9572904253,	9572904331,		9433893730,	9433893730,	9433893730,	9433893744,		
